doi,title,year,journal,systemType,anodeMaterials,cathodeMaterials,powerOutput,efficiency,qualityScore,parameterCompleteness,aiConfidence,reproducibilityScore,citationCount
10.4014/jmb.1007.07053,Bioelectrochemical Mn(II) Leaching from Manganese Ore by Lactococcus lactis SK071115,2011,Journal of Microbiology and Biotechnology,BES,,"[""Cu""]",,,,0.125,0.55,,5
10.4014/jmb.1204.04010,Enhancing Factors of Electricity Generation in a Microbial Fuel Cell Using Geobacter sulfurreducens,2012,Journal of Microbiology and Biotechnology,MFC,,,,,,0.125,0.7,,24
10.4014/jmb.1211.11010,Power Density Enhancement of Anion-Exchange Membrane-Installed Microbial Fuel Cell Under Bicarbonate-Buffered Cathode Condition,2012,Journal of Microbiology and Biotechnology,MFC,,"[""carbon"",""Fe"",""Ni""]",,,,0.25,0.7,,15
10.4014/jmb.1304.04039,Production of Acetate from Carbon Dioxide in Bioelectrochemical Systems Based on Autotrophic Mixed Culture,2013,Journal of Microbiology and Biotechnology,BES,,"[""carbon"",""Cu""]",,,,0.25,0.55,,96
10.4014/jmb.1510.10037,Comparison of Anodic Community in Microbial Fuel Cells with Iron Oxide-Reducing Community,2016,Journal of Microbiology and Biotechnology,MFC,,,,,,,0.6,,15
10.4014/jmb.1803.03015,Enhancing Electricity Generation Using a Laccase-Based Microbial Fuel Cell with Yeast Galactomyces reessii on the Cathode,2018,Journal of Microbiology and Biotechnology,MFC,,,,,,,0.6,,35
10.4014/jmb.1905.05043,"A laboratory-scale study of the applicability of a halophilic sediment bioelectrochemical system for in situ reclamation of water and sediment in brackish aquaculture ponds: establishment, bacterial community and performance evaluation.",2019,Journal of Microbiology and Biotechnology,BES,,,,,,0.5,1,,8
10.4014/jmb.1906.06052,A laboratory-scale study of the applicability of a halophilic sediment bioelectrochemical system for in situ reclamation of water and sediment in brackish aquaculture ponds: effects of operational conditions on performance.,2019,Journal of Microbiology and Biotechnology,BES,,,,,,0.5,1,,5
10.4014/jmb.1907.07031,Employing Laccase-Producing Aspergillus sydowii NYKA 510 as a Cathodic Biocatalyst in Self-Sufficient Lighting Microbial Fuel Cell,2019,Journal of Microbiology and Biotechnology,MFC,,,,,,,0.6,,18
10.4014/jmb.2502.02051,Green Synthesis of Vanadium Dioxide Nanoparticles by Shewanella sp. Strain HN-41,2025,Journal of Microbiology and Biotechnology,MES,,,,,,0.375,0.75,,2
10.4014/jmb.2508.08004,d1ra08796g - A comparative analysis of biopolymer production by microbial and bioelectrochemi,,,MFC,,,,,,0.25,0.65,,0
10.4014/mbl.1812.12003,Optimization and Molecular Characterization of Exoelectrogenic Isolates for Enhanced Microbial Fuel Cell Performance,2019,Microbiology and Biotechnology Letters,MFC,,,,,,,0.6,,3
10.4018/978-1-4666-8254-2.ch008,Energy Harvesting and Energy Conversion Devices Using Thermoelectric Materials,2015,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.25,1,,1
10.4018/978-1-4666-9792-8.ch007,Harvesting Energy from Microbial Fuel Cells,2016,Advances in Environmental Engineering and Green Technologies,MFC,,,,,,0.25,0.95,,3
10.4018/978-1-4666-9792-8.ch014,Exploring Current Trends of Energy Harvesting,2016,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.125,0.85,,1
10.4018/978-1-5225-3540-9.ch012,Anaerobic Digestion Enhancement With Microbial Electrolysis Cells,2018,Advances in Environmental Engineering and Green Technologies,MEC,,,,,,0.125,0.95,,0
10.4018/978-1-5225-5363-2.ch011,Microbial Non-Coagulant Enzymes Used in Cheese Making,2018,Advances in Medical Technologies and Clinical Practice,MES,,,,,,0.125,0.9,,2
10.4018/978-1-5225-5363-2.ch012,Microbial Production of Recombinant Rennet,2018,Advances in Medical Technologies and Clinical Practice,MES,,,,,,0.125,0.9,,4
10.4018/978-1-5225-5754-8.ch002,Preparation and Application of Biochars for Organic and Microbial Control in Wastewater Treatment Regimes,2019,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.5,1,,4
10.4018/978-1-5225-8903-7.ch078,Bacterial Remediation of Phenolic Compounds,2019,Biotechnology,MES,,,,,,0.25,0.8,,0
10.4018/978-1-60566-026-4.ch304,Individual-Based Modeling of Bacterial Genetic Elements,2009,"Encyclopedia of Information Science and Technology, Second Edition",MES,,,,,,0.125,0.9,,3
10.4018/978-1-6684-3666-0.ch003,"Smart Cities, Smart Grids, and Smart Grid Analytics",2022,Research Anthology on Smart Grid and Microgrid Development,MES,,,,,,0.125,0.95,,2
10.4018/978-1-6684-3714-8.ch033,Microbial Mineral Dissolution and Environmental Disasters,2022,Research Anthology on Emerging Techniques in Environmental Remediation,MES,,,,,,0.25,0.9,,0
10.4018/978-1-6684-3714-8.ch034,Bacterial Remediation of Chromium From Industrial Sludge,2022,Research Anthology on Emerging Techniques in Environmental Remediation,MES,,,,,,0.25,0.8,,0
10.4018/978-1-6684-7303-0.ch010,Type 2 Intelligent Controller for Grid-Tied Solar Electric Vehicle Charging Stations,2023,Advances in Environmental Engineering and Green Technologies,MES,,,,94.7,,0.25,1,,1
10.4018/978-1-7998-2645-3.ch005,Membrane Processes in Water and Wastewater Treatment,2020,"Practice, Progress, and Proficiency in Sustainability",MES,,,,,,0.125,0.95,,0
10.4018/978-1-7998-2645-3.ch009,Conventional Wastewater Treatments,2020,"Practice, Progress, and Proficiency in Sustainability",MES,,,,,,0.25,0.95,,0
10.4018/978-1-7998-2645-3.ch012,Membranes and Microalgae in Wastewater Treatment,2020,"Practice, Progress, and Proficiency in Sustainability",MES,,,,,,0.125,0.95,,0
10.4018/978-1-7998-4945-2.ch004,Overview Regarding Synthetic Gas Production by Biomass Gasification,2021,Advances in Computer and Electrical Engineering,MES,,,,,,0.125,1,,1
10.4018/978-1-7998-5351-0.ch056,Blockchain Technology in Solar Energy,2021,"Research Anthology on Blockchain Technology in Business, Healthcare, Education, and Government",MES,,,,,,0,0.95,,0
10.4018/978-1-7998-7062-3.ch002,Bioremediation and Phytoremediation,2021,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.375,1,,2
10.4018/978-1-7998-7062-3.ch004,Microbes as Sustainable Biofertilizers,2021,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.125,0.9,,0
10.4018/978-1-7998-7062-3.ch005,Favorable Soil Microbes for Sustainable Agriculture,2021,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.25,1,,1
10.4018/978-1-7998-7062-3.ch007,Microbial Products and Their Role in Soil Health and Sustainable Agriculture,2021,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.125,0.9,,1
10.4018/978-1-7998-7062-3.ch011,Bacterial Siderophores for Enhanced Plant Growth,2021,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.25,0.9,,3
10.4018/978-1-7998-7062-3.ch013,An Account on Mycoviruses and Their Applications,2021,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0,0.9,,0
10.4018/978-1-7998-7062-3.ch014,Application of Dehalogenase Enzymes in Bioremediation of Halogenated Pollutants,2021,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0,0.9,,0
10.4018/978-1-7998-7062-3.ch016,Microbial Bioremediation of Heavy Metals,2021,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.375,1,,8
10.4018/978-1-7998-7062-3.ch018,Remediation of Bauxite Residue Through Integrated Approach of Microbes and Plantation,2021,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.25,0.9,,1
10.4018/978-1-7998-7062-3.ch019,The Use of Micro-Algal Technologies for Soil and Agronomic Improvements,2021,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.25,0.9,,1
10.4018/978-1-7998-7062-3.ch020,Nano-Bioremediation Technologies for Potential Application in Soil Reclamation,2021,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.25,0.9,,0
10.4018/978-1-7998-7062-3.ch021,Nanomaterials for Soil Reclamation,2021,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.125,0.9,,0
10.4018/978-1-7998-7062-3.ch023,Laccases for Soil Bioremediation,2021,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.5,0.9,,2
10.4018/978-1-7998-7062-3.ch024,Rhizosphere Engineering and Soil Sustainability,2021,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.125,0.9,,0
10.4018/978-1-7998-8561-0.ch008,Hybrid Optimization Methods Application on Sizing and Solving the Economic Dispatch Problems of Hybrid Renewable Power Systems,2022,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.125,1,,7
10.4018/978-1-7998-9308-0.ch003,Machine Learning in Cyber Physical Systems for Agriculture,2022,Advances in Computational Intelligence and Robotics,MES,,,,,,0.25,0.95,,1
10.4018/978-1-7998-9851-1.ch002,HyLaw or Hydrogen Law,2022,Green Chemistry for the Development of Eco-Friendly Products,MES,,,,,,0,0.9,,0
10.4018/978-1-7998-9851-1.ch003,Evaluating Wastes as Low-Cost Substrates for Use in Microbial Citric Acid Production,2022,Green Chemistry for the Development of Eco-Friendly Products,MES,,,,,,0.375,1,,1
10.4018/979-8-3373-1305-4.ch004,Sustainable and Eco-Friendly Nanomaterials,2025,Innovations and Applications of Advanced Biomaterials in Healthcare and Engineering,MES,,,,,,0.125,0.9,,0
10.4018/979-8-3373-2439-5.ch001,Blockchain Technology in Energy Supply Chain Management,2025,Blockchain Applications for the Energy and Utilities Industry,MES,,,,,,0,1,,0
10.4018/979-8-3373-2439-5.ch003,Blockchain Oraculus for Meteorological Data in Energy and Utilities With Immutability and Security,2025,Blockchain Applications for the Energy and Utilities Industry,MES,,,,,,0,1,,0
10.4018/979-8-3373-2439-5.ch016,Blockchain Applications for the Energy and Utilities Industry,2025,Blockchain Applications for the Energy and Utilities Industry,MES,,,,,,0,1,,1
10.4018/979-8-3693-0492-1.ch004,Performance of Microturbine as in Microgrid Comparison With Fuel Cell,2024,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.125,0.6,,1
10.4018/979-8-3693-0916-2.ch001,Engineering Next-Generation Wireless Experiences Through Radar and RF Front End System Designs,2024,Advances in Wireless Technologies and Telecommunication,MES,,,,,,0,1,,0
10.4018/979-8-3693-5797-2.ch006,Integration of Renewable Energy Technologies and Hybrid Electric Vehicle Challenges in Power Systems,2024,Advances in Mechatronics and Mechanical Engineering,MES,,,,,,0.125,0.95,,1
10.4018/979-8-3693-8487-9.ch011,Biological Treatment Methods for Pharmaceutical Wastewater,2025,Advances in Environmental Engineering and Green Technologies,MES,,,,,,0.375,0.8,,1
10.4018/979-8-3693-9546-2.ch001,Novel Materials for Sustainable Energy Conversion and Storage,2025,Novel Energy Storage and Conversion Technologies for Two-Dimensional MXenes and MBenes,MES,,,,,,0.25,0.9,,0
10.4018/979-8-3693-9546-2.ch012,Opportunities and Technical Challenges in the Grid Integration of Hydrogen Electrolyzers and Fuel Cells,2025,Novel Energy Storage and Conversion Technologies for Two-Dimensional MXenes and MBenes,MES,,,,,,0.125,0.95,,2
10.4018/979-8-3693-9750-3.ch020,Sustainable Data Engineering,2025,Advances in Business Strategy and Competitive Advantage,MES,,,,,,0.125,0.9,,24
10.4018/ijeoe.2016070102,Implementation of Model to Analyse the Performance of Microturbine as in Microgrid Comparison with Fuel Cell,2016,International Journal of Energy Optimization and Engineering,MES,,,,,,0.125,0.6,,13
10.4018/ijsse.2015100102,Expansion and Practical Implementation of the MFC Cybersecurity Model via a Novel Security Requirements Taxonomy,2015,International Journal of Secure Software Engineering,MFC,"[""GO""]","[""Pt"",""Cu"",""Fe"",""Ni""]",,,,0.125,0.7,,3
10.4028/p-0xwsyq,Bioenergy Production from Tannery Waste via a Single-Chamber Microbial Fuel Cell with Fly Ash Cathodic Electrodes,2023,Key Engineering Materials,MFC,s and cathodes,,,,,0.625,0.7,,1
10.4028/p-2jima9,Application of Microbial Fuel Cell (MFC) for Bioremediation of Ammonia,2023,"Journal of Biomimetics, Biomaterials and Biomedical Engineering",MFC,,"[""Pt"",""Fe"",""Ni""]",,4.52,,0.5,0.7,,0
10.4028/p-3qcquv,Fabrication and Study of 3D Printed ABS-Carbon Composite Anodes for Single Chamber Microbial Fuel Cells,2023,Key Engineering Materials,MFC,,,,,,0.375,0.95,,0
10.4028/p-4uqgg4,Bioelectricity Production through Dual-Chamber Microbial Fuel Cell Using Tofu Liquid Waste: Effect of Differences in Electrolyte Solutions,2024,Engineering Headway,MFC,,,,,,0.125,0.7,,0
10.4028/p-8lbnv6,Clay-Based Microbial Fuel Cell System for Petroleum Contaminated Wastewater Treatment and Green Energy Generation,2025,Advances in Science and Technology,MFC,inoculum was fed to the anode chamber for mfc1,chamber was filled with 1m potassium ferricyanide in a 1m phosphate buffer solution at a ratio of 1:1,,98,,0.875,0.7,,0
10.4028/p-i2s5ht,Electrochemical Formation of Aluminum Coagulants for Dairy Wastewater Treatment,2022,Key Engineering Materials,MES,,,,,,0.25,1,,2
10.4028/p-iy0o22,Investigating the Performance of Single Chamber Microbial Fuel Cell (SCMFC) as Sustainable- Innovative Technique for Electricity Generation and Wastewater Treatment,2023,Defect and Diffusion Forum,MFC,,,,,,0.5,0.7,,3
10.4028/p-jum2pa,Utilization of Spent Coffee Grounds with Hydrochloric Acid (HCl) as Electrolyte for Bio-Battery Applications,2022,Defect and Diffusion Forum,MES,,,,,,0.125,1,,1
10.4028/p-lt4tsq,Transfer Efficiency and Morphology of Different Concentrations of Catalyst Ink in Fuel Cell Electrode Preparation,2025,Engineering Headway,MFC,,,,,,0.125,0.7,,0
10.4028/p-ohcon8,Mechanical and Environmental Performance of Concrete with Partial Replacement of Cement by Silica Fume and Scallop Shell Powder in Coastal Areas,2026,Materials Science Forum,MEC,,,,,,0.125,0.75,,0
10.4028/www.scientific.net/amm.105-107.1961,A Wireless Microbial Fuel Cell Voltage Data Acquisition System Based on MSP430F149,2011,Applied Mechanics and Materials,MFC,,,,,,0.25,0.65,,1
10.4028/www.scientific.net/amm.110-116.2177,A Method for Generating Electricity by Fast Moving Vehicles,2011,Applied Mechanics and Materials,MES,,,,,,0.125,1,,12
10.4028/www.scientific.net/amm.121-126.2011,Electricity Generating from Small Scale Solar Updraft Tower for Remote Area,2011,Applied Mechanics and Materials,MES,,,,,,0,0.8,,0
10.4028/www.scientific.net/amm.164.506,"Effect of Anode Size, Membrane and Membrane Size on Power Generation and Wastewater Treatment in Microbial Fuel Cells",2012,Applied Mechanics and Materials,MFC,size,,,,,0.375,0.7,,0
10.4028/www.scientific.net/amm.165.346,Low Velocity Impact Induced Delamination Control Using MFC Actuator,2012,Applied Mechanics and Materials,MFC,,"[""Fe"",""Ni""]",,,,0.125,0.75,,7
10.4028/www.scientific.net/amm.209-211.1087,Study on the Optimum Degradation Conditions of Combination Remediation on Petroleum-Contaminated Soil by Cold-Adapted Bacterial and Winter Wheat,,Applied Mechanics and Materials,MES,,,,,,0.125,0.9,,0
10.4028/www.scientific.net/amm.217-219.956,Electricity Production in Microbial Fuel Cells Using Brush Bio-Anode and Bio-Cathode Made of PAN-Based Carbon Fibers,2012,Applied Mechanics and Materials,MFC,,,,,,0.25,1,,2
10.4028/www.scientific.net/amm.220-223.2788,Study on the Development and Application of osgART Based on MFC,2012,Applied Mechanics and Materials,MFC,,"[""iron"",""Fe"",""Ni""]",,,,0,0.7,,0
10.4028/www.scientific.net/amm.232.812,Microbial Fuel Cell for Sustainable Electricity Production from Seafood Wastewater,2012,Applied Mechanics and Materials,MFC,,,291.6,0.3,,0.5,0.6,0.135483870967742,0
10.4028/www.scientific.net/amm.251.329,Application of PAN-Based Carbon Fibers as Brush Anode in Microbial Fuel Cells for Higher Electricity Production,2012,Applied Mechanics and Materials,MFC,,,,,,0.375,0.6,,1
10.4028/www.scientific.net/amm.291-294.435,A Study of Electricity Generating from Small Multi-Blade Wind Turbine for a Household,2013,Applied Mechanics and Materials,MES,,,,,,0,0.8,,0
10.4028/www.scientific.net/amm.291-294.602,Simultaneous Electricity Generation and Electrochemical Decolorization of Azo Dyes in Microbial Fuel Cells,2013,Applied Mechanics and Materials,MFC,,the decolorization rate was highly dependent on the catholyte ph,,,,0.125,0.7,,1
10.4028/www.scientific.net/amm.380-384.1834,Design and Implementation of Gobang Online Game Based on MFC Socket,2013,Applied Mechanics and Materials,MFC,"[""GO""]","[""Cu"",""Fe"",""Ni""]",,,,0.125,0.75,,2
10.4028/www.scientific.net/amm.404.371,Usage of Ti-TiO&lt;sub&gt;2&lt;/sub&gt; Electrode in Microbial Fuel Cell to Enhance the Electricity Generation and its Biocompatibility,2013,Applied Mechanics and Materials,MFC,electrode oxidize organic content present in wastewater,compartments,,,,0.375,0.7,,9
10.4028/www.scientific.net/amm.475-476.1320,A New Application of a Biological Nanomaterial on Raditional Protection and Radiation-Injuried Remediation,,Applied Mechanics and Materials,MES,,,,,,0.25,1,,1
10.4028/www.scientific.net/amm.52-54.664,Design and Performance of a High-Efficiency Cell-Electrofusion Device,2011,Applied Mechanics and Materials,MES,,,,,,0,0.6,,0
10.4028/www.scientific.net/amm.527.281,Study on Development Techniques of AR Application Program in MFC Environmen,2014,Applied Mechanics and Materials,MFC,"[""GO""]","[""Cu"",""iron"",""Ni""]",,,,0,0.75,,0
10.4028/www.scientific.net/amm.548-549.855,Effect of Contacting Air Surface of Cathode on Microbial Fuel Cells,2014,Applied Mechanics and Materials,MFC,,on microbial fuel cells,,,,0.375,0.7,,1
10.4028/www.scientific.net/amm.592-594.1728,"Performance Studies on PEM Fuel Cell with 2, 3 and 4 Pass Serpentine Flow Field Designs",2014,Applied Mechanics and Materials,MFC,,,,,,0.25,0.7,,18
10.4028/www.scientific.net/amm.644-650.3220,Design and Implementation for the Upper Computer Software of the Two-Dimensional Turntable System Based on MFC,2014,Applied Mechanics and Materials,MFC,,"[""Cu"",""iron"",""Ni""]",,,,0,0.7,,0
